ENST00000362091	CCDS7072.1
ENST00000354716	CCDS4846.1
ENST00000354718	CCDS9548.1
ENST00000354720	CCDS13073.1
ENST00000354723	CCDS10674.1
ENST00000354724	CCDS6225.1
ENST00000354727	CCDS3331.1
ENST00000354728	CCDS2505.1
ENST00000354736	CCDS29.1
ENST00000354738	CCDS4678.1
ENST00000354740	CCDS10721.1
ENST00000354751	CCDS14355.1
ENST00000354753	CCDS6996.1
ENST00000354754	CCDS7310.1
ENST00000354755	CCDS8276.1
ENST00000354757	CCDS4253.1
ENST00000354759	CCDS7182.1
ENST00000354760	CCDS13841.1
ENST00000354763	CCDS8935.1
ENST00000354764	CCDS2318.1
ENST00000354765	CCDS5202.1
ENST00000354769	CCDS6430.1
ENST00000354772	CCDS9594.1
ENST00000354773	CCDS2852.1
ENST00000354787	CCDS2215.1
ENST00000354795	CCDS9221.1
ENST00000354804	CCDS10339.1
ENST00000354817	CCDS7813.1
ENST00000354820	CCDS7634.1
ENST00000354825	CCDS9157.1
ENST00000354827	CCDS7511.1
ENST00000354828	CCDS13575.1
ENST00000354829	CCDS5676.1
ENST00000354834	CCDS6818.1
ENST00000354839	CCDS3514.1
ENST00000354841	CCDS1294.1
ENST00000354842	CCDS14486.1
ENST00000354843	CCDS7507.1
ENST00000354848	CCDS1480.1
ENST00000354866	CCDS10406.1
ENST00000354868	CCDS4004.1
ENST00000354874	CCDS260.1
ENST00000354877	CCDS7306.1
ENST00000354880	CCDS13385.1
ENST00000354894	CCDS11354.1
ENST00000354895	CCDS10704.1
ENST00000354899	CCDS9602.1
ENST00000354900	CCDS12449.1
ENST00000354904	CCDS13437.1
ENST00000354905	CCDS3297.1
ENST00000354908	CCDS981.1
ENST00000354914	CCDS6064.1
ENST00000354916	CCDS13298.1
ENST00000354918	CCDS9629.1
ENST00000354925	CCDS3692.1
ENST00000354932	CCDS13214.1
ENST00000354934	CCDS9722.1
ENST00000354936	CCDS7570.1
ENST00000354939	CCDS12846.1
ENST00000354946	CCDS7480.1
ENST00000354947	CCDS8946.1
ENST00000354952	CCDS3133.1
ENST00000354957	CCDS12843.1
ENST00000354960	CCDS3713.1
ENST00000354968	CCDS11510.1
ENST00000354979	CCDS3339.1
ENST00000354980	CCDS19.1
ENST00000354981	CCDS13122.1
ENST00000354982	CCDS301.1
ENST00000354991	CCDS3969.1
ENST00000354992	CCDS13912.1
ENST00000355007	CCDS6922.1
ENST00000355009	CCDS1975.1
ENST00000355014	CCDS1132.1
ENST00000355021	CCDS12382.1
ENST00000355025	CCDS11064.1
ENST00000355032	CCDS12240.1
ENST00000355035	CCDS11088.1
ENST00000355036	CCDS7234.1
ENST00000355042	CCDS9925.1
ENST00000355044	CCDS7592.1
ENST00000355047	CCDS5264.1
ENST00000355053	CCDS2037.1
ENST00000355054	CCDS1894.1
ENST00000355055	CCDS12530.1
ENST00000355057	CCDS4630.1
ENST00000355059	CCDS10278.1
ENST00000355067	CCDS11418.1
ENST00000355076	CCDS2891.1
ENST00000355080	CCDS3693.1
ENST00000355081	CCDS9680.1
ENST00000355083	CCDS2866.1
ENST00000355086	CCDS8967.1
ENST00000355092	CCDS14298.1
ENST00000355093	CCDS4814.1
ENST00000355097	CCDS7026.1
ENST00000355105	CCDS528.1
ENST00000355110	CCDS9648.1
ENST00000355112	CCDS10363.1
ENST00000355120	CCDS5563.1
ENST00000355122	CCDS9442.1
ENST00000355123	CCDS1710.1
ENST00000355131	CCDS7983.1
ENST00000355141	CCDS1698.1
ENST00000355149	CCDS14697.1
ENST00000355151	CCDS9575.1
ENST00000355153	CCDS13716.1
ENST00000355154	CCDS14325.1
ENST00000355155	CCDS6283.1
ENST00000355160	CCDS1487.1
ENST00000355163	CCDS10966.1
ENST00000355165	CCDS6034.1
ENST00000355166	CCDS10078.1
ENST00000355167	CCDS5166.1
ENST00000355171	CCDS2168.1
ENST00000355172	CCDS2604.1
ENST00000355173	CCDS9962.1
ENST00000355176	CCDS7792.1
ENST00000355179	CCDS11676.1
ENST00000355182	CCDS9356.1
ENST00000355189	CCDS5626.1
ENST00000355190	CCDS4827.1
ENST00000355192	CCDS8973.1
ENST00000355196	CCDS3596.1
ENST00000355203	CCDS14687.1
ENST00000355206	CCDS2750.1
ENST00000355209	CCDS14018.1
ENST00000355210	CCDS4731.1
ENST00000355212	CCDS4284.1
ENST00000355215	CCDS13050.1
ENST00000355216	CCDS9126.1
ENST00000355217	CCDS585.1
ENST00000355220	CCDS14690.1
ENST00000355221	CCDS6154.1
ENST00000355231	CCDS6071.1
ENST00000355235	CCDS4450.1
ENST00000355237	CCDS4006.1
ENST00000355245	CCDS4939.1
ENST00000355250	CCDS5138.1
ENST00000355253	CCDS14063.1
ENST00000355254	CCDS10340.1
ENST00000355262	CCDS8910.1
ENST00000355264	CCDS7342.1
ENST00000355274	CCDS1538.1
ENST00000355275	CCDS8741.1
ENST00000355276	CCDS14674.1
ENST00000355277	CCDS6083.1
ENST00000355279	CCDS7395.1
ENST00000355282	CCDS5996.1
ENST00000355285	CCDS11849.1
ENST00000355288	CCDS7259.1
ENST00000355294	CCDS1463.1
ENST00000355298	CCDS13272.1
ENST00000355310	CCDS9284.1
ENST00000355312	CCDS9138.1
ENST00000355315	CCDS6166.1
ENST00000355331	CCDS4463.1
ENST00000355338	CCDS9960.1
ENST00000355346	CCDS1662.1
ENST00000355349	CCDS9601.1
ENST00000355353	CCDS12391.1
ENST00000355357	CCDS9616.1
ENST00000355358	CCDS7082.1
ENST00000355359	CCDS11747.1
ENST00000355368	CCDS10317.1
ENST00000355377	CCDS10575.1
ENST00000355388	CCDS5819.1
ENST00000355391	CCDS11259.1
ENST00000355399	CCDS7652.1
ENST00000355401	CCDS14585.1
ENST00000355402	CCDS4895.1
ENST00000355413	CCDS5865.1
ENST00000355414	CCDS12753.1
ENST00000355417	CCDS4312.1
ENST00000355423	CCDS11726.1
ENST00000355425	CCDS7216.1
ENST00000355426	CCDS1857.1
ENST00000355427	CCDS654.1
ENST00000355430	CCDS8345.1
ENST00000355431	CCDS9732.1
ENST00000355438	CCDS10100.1
ENST00000355439	CCDS33.1
ENST00000355443	CCDS3365.1
ENST00000355448	CCDS9765.1
ENST00000355449	CCDS9955.1
ENST00000355459	CCDS13589.1
ENST00000355460	CCDS3164.1
ENST00000355467	CCDS1758.1
ENST00000355468	CCDS11408.1
ENST00000355470	CCDS5132.1
ENST00000355475	CCDS14763.1
ENST00000355478	CCDS9109.1
ENST00000355485	CCDS883.1
ENST00000355487	CCDS8223.1
ENST00000355489	CCDS233.1
ENST00000355495	CCDS6661.1
ENST00000355497	CCDS6866.1
ENST00000355499	CCDS1118.1
ENST00000355500	CCDS7899.1
ENST00000355502	CCDS12373.1
ENST00000355504	CCDS12412.1
ENST00000355510	CCDS1044.1
ENST00000355519	CCDS7158.1
ENST00000355524	CCDS12907.1
ENST00000355527	CCDS8200.1
ENST00000355530	CCDS11045.1
ENST00000355533	CCDS12499.1
ENST00000355540	CCDS5659.1
ENST00000355546	CCDS8327.1
ENST00000355549	CCDS1688.1
ENST00000355552	CCDS3042.1
ENST00000355554	CCDS3452.1
ENST00000355556	CCDS8366.1
ENST00000355557	CCDS9282.1
ENST00000355560	CCDS1107.1
ENST00000355566	CCDS8648.1
ENST00000355569	CCDS9041.1
ENST00000355572	CCDS4424.1
ENST00000355574	CCDS4813.1
ENST00000355578	CCDS9536.1
ENST00000355586	CCDS1571.1
ENST00000355587	CCDS10104.1
ENST00000355591	CCDS3472.1
ENST00000355595	CCDS14448.1
ENST00000355597	CCDS3024.1
ENST00000355610	CCDS14525.1
ENST00000355612	CCDS11382.1
ENST00000355616	CCDS1485.1
ENST00000355619	CCDS9457.1
ENST00000355621	CCDS5814.1
ENST00000355627	CCDS3789.1
ENST00000355630	CCDS14003.1
ENST00000355633	CCDS5402.1
ENST00000355637	CCDS10532.1
ENST00000355648	CCDS13481.1
ENST00000355653	CCDS11451.1
ENST00000355657	CCDS7521.1
ENST00000355664	CCDS12072.1
ENST00000355666	CCDS13651.1
ENST00000355673	CCDS8944.1
ENST00000355674	CCDS10551.1
ENST00000355677	CCDS8152.1
ENST00000355678	CCDS5464.1
ENST00000355680	CCDS13737.1
ENST00000355683	CCDS9641.1
ENST00000355685	CCDS2199.1
ENST00000355693	CCDS8225.1
ENST00000355694	CCDS6477.1
ENST00000355697	CCDS7610.1
ENST00000355699	CCDS6972.1
ENST00000355718	CCDS332.1
ENST00000355719	CCDS9413.1
ENST00000355720	CCDS9157.1
ENST00000355723	CCDS13176.1
ENST00000355730	CCDS5506.1
ENST00000355731	CCDS11241.1
ENST00000355733	CCDS1909.1
ENST00000355738	CCDS12269.1
ENST00000355740	CCDS7393.1
ENST00000355741	CCDS8387.1
ENST00000355749	CCDS5788.1
ENST00000355758	CCDS10550.1
ENST00000355765	CCDS9682.1
ENST00000355772	CCDS8557.1
ENST00000355780	CCDS6214.1
ENST00000355783	CCDS4412.1
ENST00000355790	CCDS7302.1
ENST00000355791	CCDS4931.1
ENST00000355798	CCDS13170.1
ENST00000355800	CCDS13442.1
ENST00000355801	CCDS9452.1
ENST00000355805	CCDS14111.1
ENST00000355814	CCDS9925.1
ENST00000355819	CCDS8611.1
ENST00000355820	CCDS1132.1
ENST00000355841	CCDS4422.1
ENST00000355842	CCDS3364.1
ENST00000355843	CCDS7389.1
ENST00000355848	CCDS1883.1
ENST00000355849	CCDS6374.1
ENST00000355852	CCDS2839.1
ENST00000355864	CCDS11721.1
ENST00000355866	CCDS9499.1
ENST00000355867	CCDS7164.1
ENST00000355868	CCDS12429.1
ENST00000355870	CCDS5386.1
ENST00000355883	CCDS9868.1
ENST00000355892	CCDS9087.1
ENST00000355893	CCDS3182.1
ENST00000355896	CCDS13222.1
ENST00000355897	CCDS3211.1
ENST00000355900	CCDS376.1
ENST00000355902	CCDS5139.1
ENST00000355904	CCDS6078.1
ENST00000355905	CCDS14788.1
ENST00000355916	CCDS4926.1
ENST00000355918	CCDS3289.1
ENST00000355921	CCDS12213.1
ENST00000355925	CCDS12010.1
ENST00000355931	CCDS9938.1
ENST00000355938	CCDS11539.1
ENST00000355939	CCDS3559.1
ENST00000355940	CCDS4684.1
ENST00000355941	CCDS5099.1
ENST00000355943	CCDS4100.1
ENST00000355947	CCDS5679.1
ENST00000355948	CCDS702.1
ENST00000355951	CCDS5886.1
ENST00000355956	CCDS1085.1
ENST00000355957	CCDS13469.1
ENST00000355961	CCDS14297.1
ENST00000355962	CCDS10903.1
ENST00000355968	CCDS5494.1
ENST00000355969	CCDS13536.1
ENST00000355973	CCDS4665.1
ENST00000355975	CCDS13116.1
ENST00000355981	CCDS4637.1
ENST00000355983	CCDS2733.1
ENST00000355984	CCDS6465.1
ENST00000355988	CCDS1942.1
ENST00000356008	CCDS6567.1
ENST00000356011	CCDS5555.1
ENST00000356013	CCDS5096.1
ENST00000356015	CCDS13856.1
ENST00000356017	CCDS9423.1
ENST00000356018	CCDS8346.1
ENST00000356020	CCDS3050.1
ENST00000356025	CCDS13022.1
ENST00000356032	CCDS14249.1
ENST00000356038	CCDS6578.1
ENST00000356049	CCDS9526.1
ENST00000356050	CCDS13555.1
ENST00000356053	CCDS7204.1
ENST00000356055	CCDS6704.1
ENST00000356056	CCDS10239.1
ENST00000356063	CCDS8401.1
ENST00000356064	CCDS3780.1
ENST00000356065	CCDS6640.1
ENST00000356070	CCDS3781.1
ENST00000356073	CCDS11960.1
ENST00000356079	CCDS2357.1
ENST00000356080	CCDS7561.1
ENST00000356090	CCDS392.1
ENST00000356094	CCDS4790.1
ENST00000356095	CCDS13255.1
ENST00000356098	CCDS14100.1
ENST00000356099	CCDS14060.1
ENST00000356108	CCDS12852.1
ENST00000356113	CCDS1729.1
ENST00000356116	CCDS7572.1
ENST00000356119	CCDS4813.1
ENST00000356120	CCDS10455.1
ENST00000356122	CCDS14675.1
ENST00000356124	CCDS8901.1
ENST00000356126	CCDS11669.1
ENST00000356135	CCDS8179.1
ENST00000356136	CCDS8241.1
ENST00000356142	CCDS5349.1
ENST00000356143	CCDS4270.1
ENST00000356151	CCDS2889.1
ENST00000356163	CCDS9972.1
ENST00000356171	CCDS10990.1
ENST00000356175	CCDS11264.1
ENST00000356177	CCDS4627.1
ENST00000356187	CCDS7697.1
ENST00000356192	CCDS9291.1
ENST00000356195	CCDS5374.1
ENST00000356201	CCDS6618.1
ENST00000356202	CCDS4601.1
ENST00000356204	CCDS6670.1
ENST00000356205	CCDS1055.1
ENST00000356210	CCDS8076.1
ENST00000356213	CCDS12749.1
ENST00000356216	CCDS468.1
ENST00000356218	CCDS9704.1
ENST00000356220	CCDS14557.1
ENST00000356226	CCDS7622.1
ENST00000356229	CCDS9725.1
ENST00000356232	CCDS3076.1
ENST00000356235	CCDS6550.1
ENST00000356239	CCDS5622.1
ENST00000356242	CCDS11708.1
ENST00000356245	CCDS4319.1
ENST00000356264	CCDS5456.1
ENST00000356268	CCDS9215.1
ENST00000356271	CCDS11359.1
ENST00000356278	CCDS3714.1
ENST00000356286	CCDS13000.1
ENST00000356287	CCDS9600.1
ENST00000356291	CCDS3520.1
ENST00000356292	CCDS10175.1
ENST00000356299	CCDS7106.1
ENST00000356300	CCDS9603.1
ENST00000356306	CCDS7684.1
ENST00000356308	CCDS14458.1
ENST00000356311	CCDS6955.1
ENST00000356317	CCDS8813.1
ENST00000356318	CCDS13534.1
ENST00000356321	CCDS10042.1
ENST00000356329	CCDS4007.1
ENST00000356333	CCDS14348.1
ENST00000356336	CCDS2572.1
ENST00000356341	CCDS8250.1
ENST00000356342	CCDS7289.1
ENST00000356348	CCDS5111.1
ENST00000356350	CCDS4588.1
ENST00000356352	CCDS7086.1
ENST00000356354	CCDS9932.1
ENST00000356367	CCDS14715.1
ENST00000356369	CCDS7346.1
ENST00000356375	CCDS7448.1
ENST00000356380	CCDS5241.1
ENST00000356387	CCDS5722.1
ENST00000356396	CCDS13733.1
ENST00000356399	CCDS13886.1
ENST00000356401	CCDS2780.1
ENST00000356406	CCDS3401.1
ENST00000356408	CCDS5336.1
ENST00000356411	CCDS8941.1
ENST00000356412	CCDS7163.1
ENST00000356413	CCDS14396.1
ENST00000356415	CCDS840.1
ENST00000356427	CCDS10540.1
ENST00000356433	CCDS12537.1
ENST00000356438	CCDS8467.1
ENST00000356441	CCDS4782.1
ENST00000356444	CCDS6685.1
ENST00000356447	CCDS2641.1
ENST00000356455	CCDS13374.1
ENST00000356456	CCDS12942.1
ENST00000356463	CCDS14318.1
ENST00000356466	CCDS1447.1
ENST00000356472	CCDS10338.1
ENST00000356483	CCDS12745.1
ENST00000356487	CCDS12437.1
ENST00000356489	CCDS4994.1
ENST00000356495	CCDS1474.1
ENST00000356498	CCDS2870.1
ENST00000356504	CCDS3471.1
ENST00000356507	CCDS13617.1
ENST00000356509	CCDS4560.1
ENST00000356511	CCDS442.1
ENST00000356512	CCDS6021.1
ENST00000356517	CCDS3161.1
ENST00000356518	CCDS13058.1
ENST00000356520	CCDS14527.1
ENST00000356524	CCDS7835.1
ENST00000356527	CCDS962.1
ENST00000356528	CCDS3125.1
ENST00000356529	CCDS9467.1
ENST00000356532	CCDS12873.1
ENST00000356536	CCDS349.1
ENST00000356545	CCDS422.1
ENST00000356553	CCDS8595.1
ENST00000356577	CCDS13629.1
ENST00000356588	CCDS5824.1
ENST00000356589	CCDS6971.1
ENST00000356590	CCDS13559.1
ENST00000356591	CCDS8654.1
ENST00000356592	CCDS4359.1
ENST00000356598	CCDS6946.1
ENST00000356600	CCDS3179.1
ENST00000356601	CCDS7410.1
ENST00000356604	CCDS7973.1
ENST00000356608	CCDS10732.1
ENST00000356610	CCDS6258.1
ENST00000356620	CCDS47.1
ENST00000356625	CCDS4598.1
ENST00000356635	CCDS3625.1
ENST00000356637	CCDS409.1
ENST00000356638	CCDS8026.1
ENST00000356640	CCDS7522.1
ENST00000356646	CCDS1401.1
ENST00000356651	CCDS13252.1
ENST00000356652	CCDS9582.1
ENST00000356653	CCDS14102.1
ENST00000356658	CCDS5147.1
ENST00000356660	CCDS7866.1
ENST00000356661	CCDS14702.1
ENST00000356669	CCDS8744.1
ENST00000356672	CCDS8948.1
ENST00000356677	CCDS5878.1
ENST00000356683	CCDS11095.1
ENST00000356691	CCDS5088.1
ENST00000356692	CCDS2917.1
ENST00000356695	CCDS13884.1
ENST00000356698	CCDS5135.1
ENST00000356700	CCDS3072.1
ENST00000356703	CCDS13952.1
ENST00000356707	CCDS5842.1
ENST00000356709	CCDS4606.1
ENST00000356714	CCDS5330.1
ENST00000356719	CCDS1867.1
ENST00000356725	CCDS12496.1
ENST00000356731	CCDS4446.1
ENST00000356734	CCDS7154.1
ENST00000356736	CCDS3656.1
ENST00000356738	CCDS4228.1
ENST00000356747	CCDS7038.1
ENST00000356748	CCDS7956.1
ENST00000356751	CCDS12730.1
ENST00000356752	CCDS10797.1
ENST00000356755	CCDS5948.1
ENST00000356762	CCDS12166.1
ENST00000356763	CCDS3067.1
ENST00000356766	CCDS6029.1
ENST00000356767	CCDS5732.1
ENST00000356770	CCDS2859.1
ENST00000356773	CCDS9489.1
ENST00000356775	CCDS11213.1
ENST00000356776	CCDS13392.1
ENST00000356787	CCDS5930.1
ENST00000356793	CCDS6404.1
ENST00000356795	CCDS10118.1
ENST00000356797	CCDS5359.1
ENST00000356799	CCDS5136.1
ENST00000356800	CCDS5924.1
ENST00000356804	CCDS12255.1
ENST00000356809	CCDS5902.1
ENST00000356810	CCDS13531.1
ENST00000356811	CCDS10781.1
ENST00000356816	CCDS14019.1
ENST00000356818	CCDS6988.1
ENST00000356819	CCDS6083.1
ENST00000356820	CCDS5237.1
ENST00000356821	CCDS919.1
ENST00000356824	CCDS14490.1
ENST00000356826	CCDS4284.1
ENST00000356827	CCDS2555.1
ENST00000356836	CCDS506.1
ENST00000356838	CCDS6366.1
ENST00000356840	CCDS4536.1
ENST00000356849	CCDS13264.1
ENST00000356850	CCDS7596.1
ENST00000356853	CCDS2432.1
ENST00000356860	CCDS5598.1
ENST00000356863	CCDS1909.1
ENST00000356868	CCDS5207.1
ENST00000356874	CCDS4734.1
ENST00000356876	CCDS71.1
ENST00000356885	CCDS9350.1
ENST00000356889	CCDS5510.1
ENST00000356896	CCDS8551.1
ENST00000356897	CCDS10633.1
ENST00000356899	CCDS13063.1
ENST00000356901	CCDS12213.1
ENST00000356906	CCDS11461.1
ENST00000356909	CCDS14057.1
ENST00000356915	CCDS14558.1
ENST00000356917	CCDS7187.1
ENST00000356921	CCDS9800.1
ENST00000356922	CCDS9508.1
ENST00000356924	CCDS9828.1
ENST00000356928	CCDS14679.1
ENST00000356938	CCDS4640.1
ENST00000356941	CCDS10276.1
ENST00000356950	CCDS4621.1
ENST00000356955	CCDS1087.1
ENST00000356956	CCDS5273.1
ENST00000356958	CCDS12499.1
ENST00000356960	CCDS7171.1
ENST00000356961	CCDS3820.1
ENST00000356971	CCDS4949.1
ENST00000356972	CCDS4288.1
ENST00000356976	CCDS13965.1
ENST00000356978	CCDS9892.1
ENST00000356983	CCDS1135.1
ENST00000356985	CCDS3920.1
ENST00000356986	CCDS8599.1
ENST00000356987	CCDS9236.1
ENST00000356990	CCDS372.1
ENST00000356994	CCDS6412.1
ENST00000356995	CCDS4006.1
ENST00000356998	CCDS13947.1
ENST00000357001	CCDS465.1
ENST00000357003	CCDS2990.1
ENST00000357006	CCDS11837.1
ENST00000357008	CCDS8552.1
ENST00000357010	CCDS2385.1
ENST00000357021	CCDS8794.1
ENST00000357022	CCDS1868.1
ENST00000357031	CCDS4796.1
ENST00000357032	CCDS9700.1
ENST00000357033	CCDS14233.1
ENST00000357037	CCDS11425.1
ENST00000357039	CCDS6221.1
ENST00000357040	CCDS13430.1
ENST00000357041	CCDS11885.1
ENST00000357043	CCDS2820.1
ENST00000357044	CCDS4991.1
ENST00000357045	CCDS2276.1
ENST00000357049	CCDS282.1
ENST00000357066	CCDS12081.1
ENST00000357067	CCDS3831.1
ENST00000357077	CCDS3702.1
ENST00000357078	CCDS3722.1
ENST00000357084	CCDS10643.1
ENST00000357085	CCDS4568.1
ENST00000357087	CCDS14506.1
ENST00000357092	CCDS7205.1
ENST00000357103	CCDS8511.1
ENST00000357109	CCDS7120.1
ENST00000357115	CCDS3773.1
ENST00000357119	CCDS13535.1
ENST00000357122	CCDS11577.1
ENST00000357124	CCDS6257.1
ENST00000357126	CCDS13129.1
ENST00000357137	CCDS14007.1
ENST00000357146	CCDS11670.1
ENST00000357147	CCDS4139.1
ENST00000357156	CCDS13235.1
ENST00000357162	CCDS6281.1
ENST00000357164	CCDS4313.1
ENST00000357165	CCDS11340.1
ENST00000357168	CCDS4079.1
ENST00000357172	CCDS830.1
ENST00000357174	CCDS9288.1
ENST00000357179	CCDS13797.1
ENST00000357185	CCDS6803.1
ENST00000357195	CCDS9950.1
ENST00000357198	CCDS4426.1
ENST00000357203	CCDS2829.1
ENST00000357205	CCDS14151.1
ENST00000357206	CCDS564.1
ENST00000357209	CCDS1040.1
ENST00000357222	CCDS11366.1
ENST00000357223	CCDS9953.1
ENST00000357225	CCDS7150.1
ENST00000357230	CCDS11814.1
ENST00000357232	CCDS3785.1
ENST00000357234	CCDS5808.1
ENST00000357235	CCDS981.1
ENST00000357237	CCDS7309.1
ENST00000357247	CCDS14501.1
ENST00000357249	CCDS13519.1
ENST00000357252	CCDS4668.1
ENST00000357254	CCDS10900.1
ENST00000357256	CCDS6963.1
ENST00000357258	CCDS2981.1
ENST00000357266	CCDS4808.1
ENST00000357268	CCDS10104.1
ENST00000357273	CCDS14273.1
ENST00000357276	CCDS2403.1
ENST00000357287	CCDS7079.1
ENST00000357289	CCDS9896.1
ENST00000357291	CCDS13238.1
ENST00000357296	CCDS7682.1
ENST00000357298	CCDS4583.1
ENST00000357300	CCDS326.1
ENST00000357302	CCDS816.1
ENST00000357310	CCDS9070.1
ENST00000357311	CCDS5735.1
ENST00000357318	CCDS4789.1
ENST00000357320	CCDS4634.1
ENST00000357325	CCDS1156.1
ENST00000357328	CCDS7194.1
ENST00000357330	CCDS12940.1
ENST00000357338	CCDS4897.1
ENST00000357339	CCDS7394.1
ENST00000357340	CCDS9793.1
ENST00000357341	CCDS10269.1
ENST00000357358	CCDS7002.1
ENST00000357376	CCDS1852.1
ENST00000357380	CCDS6820.1
ENST00000357384	CCDS11917.1
ENST00000357388	CCDS3189.1
ENST00000357390	CCDS3229.1
ENST00000357391	CCDS13657.1
ENST00000357399	CCDS168.1
ENST00000357402	CCDS10656.1
ENST00000357405	CCDS7217.1
ENST00000357409	CCDS6656.1
ENST00000357419	CCDS3095.1
ENST00000357422	CCDS2738.1
ENST00000357424	CCDS11542.1
ENST00000357425	CCDS9017.1
ENST00000357426	CCDS13282.1
ENST00000357428	CCDS678.1
ENST00000357429	CCDS5320.1
ENST00000357430	CCDS2455.1
ENST00000357431	CCDS10761.1
ENST00000357435	CCDS8785.1
ENST00000357440	CCDS8137.1
ENST00000357448	CCDS12625.1
ENST00000357457	CCDS4029.1
ENST00000357458	CCDS4705.1
ENST00000357461	CCDS9783.1
ENST00000357467	CCDS2645.1
ENST00000357472	CCDS3168.1
ENST00000357475	CCDS590.1
ENST00000357482	CCDS11069.1
ENST00000357483	CCDS13244.1
ENST00000357489	CCDS4960.1
ENST00000357496	CCDS2787.1
ENST00000357500	CCDS9202.1
ENST00000357503	CCDS7041.1
ENST00000357514	CCDS9201.1
ENST00000357515	CCDS7641.1
ENST00000357519	CCDS8118.1
ENST00000357521	CCDS6796.1
ENST00000357522	CCDS10288.1
ENST00000357525	CCDS5120.1
ENST00000357526	CCDS6007.1
ENST00000357533	CCDS6634.1
ENST00000357537	CCDS9394.1
ENST00000357542	CCDS263.1
ENST00000357546	CCDS2231.1
ENST00000357547	CCDS4357.1
ENST00000357548	CCDS7413.1
ENST00000357549	CCDS4631.1
ENST00000357552	CCDS13482.1
ENST00000357554	CCDS2567.1
ENST00000357557	CCDS3969.1
ENST00000357559	CCDS3238.1
ENST00000357560	CCDS4229.1
ENST00000357572	CCDS1005.1
ENST00000357574	CCDS11963.1
ENST00000357578	CCDS4555.1
ENST00000357579	CCDS389.1
ENST00000357582	CCDS299.1
ENST00000357585	CCDS11691.1
ENST00000357586	CCDS13855.1
ENST00000357598	CCDS7355.1
ENST00000357604	CCDS7086.1
ENST00000357613	CCDS10917.1
ENST00000357614	CCDS407.1
ENST00000357617	CCDS873.1
ENST00000357619	CCDS4751.1
ENST00000357625	CCDS9680.1
ENST00000357628	CCDS5793.1
ENST00000357629	CCDS5352.1
ENST00000357631	CCDS7300.1
ENST00000357632	CCDS2732.1
ENST00000357642	CCDS3586.1
ENST00000357645	CCDS10282.1
ENST00000357647	CCDS4570.1
ENST00000357650	CCDS776.1
ENST00000357654	CCDS11453.1
ENST00000357657	CCDS4966.1
ENST00000357660	CCDS2250.1
ENST00000357665	CCDS7791.1
ENST00000357667	CCDS8283.1
ENST00000357668	CCDS6362.1
ENST00000357673	CCDS13661.1
ENST00000357674	CCDS3327.1
ENST00000357682	CCDS2089.1
ENST00000357684	CCDS11890.1
ENST00000357685	CCDS8358.1
ENST00000357690	CCDS7104.1
ENST00000357700	CCDS7070.1
ENST00000357710	CCDS9813.1
ENST00000357714	CCDS1481.1
ENST00000357717	CCDS7105.1
ENST00000357720	CCDS12293.1
ENST00000357721	CCDS8724.1
ENST00000357727	CCDS5417.1
ENST00000357728	CCDS6801.1
ENST00000357736	CCDS11793.1
ENST00000357749	CCDS14454.1
ENST00000357750	CCDS2818.1
ENST00000357758	CCDS9714.1
ENST00000357765	CCDS2035.1
ENST00000357769	CCDS10238.1
ENST00000357770	CCDS10338.1
ENST00000357771	CCDS432.1
ENST00000357773	CCDS3150.1
ENST00000357775	CCDS11846.1
ENST00000357776	CCDS11490.1
ENST00000357777	CCDS7940.1
ENST00000357790	CCDS10234.1
ENST00000357794	CCDS9398.1
ENST00000357807	CCDS7095.1
ENST00000357814	CCDS11706.1
ENST00000357816	CCDS9312.1
ENST00000357820	CCDS6655.1
ENST00000357822	CCDS1937.1
ENST00000357828	CCDS11407.1
ENST00000357834	CCDS6871.1
ENST00000357835	CCDS8329.1
ENST00000357836	CCDS911.1
ENST00000357838	CCDS13730.1
ENST00000357843	CCDS1630.1
ENST00000357849	CCDS6198.1
ENST00000357854	CCDS3572.1
ENST00000357865	CCDS269.1
ENST00000357867	CCDS2400.1
ENST00000357869	CCDS8768.1
ENST00000357872	CCDS4124.1
ENST00000357877	CCDS1955.1
ENST00000357881	CCDS9106.1
ENST00000357888	CCDS6370.1
ENST00000357898	CCDS102.1
ENST00000357901	CCDS12266.1
ENST00000357905	CCDS4575.1
ENST00000357917	CCDS7261.1
ENST00000357921	CCDS4924.1
ENST00000357922	CCDS5914.1
ENST00000357932	CCDS14407.1
ENST00000357933	CCDS6289.1
ENST00000357935	CCDS949.1
ENST00000357936	CCDS5511.1
ENST00000357939	CCDS11133.1
ENST00000357940	CCDS3606.1
ENST00000357945	CCDS12491.1
ENST00000357948	CCDS2898.1
ENST00000357949	CCDS12557.1
ENST00000357955	CCDS2832.1
ENST00000357965	CCDS3072.1
ENST00000357970	CCDS2139.1
ENST00000357972	CCDS14244.1
ENST00000357977	CCDS615.1
ENST00000357985	CCDS13671.1
ENST00000357990	CCDS9444.1
ENST00000357992	CCDS1456.1
ENST00000357998	CCDS6766.1
ENST00000357999	CCDS426.1
ENST00000358003	CCDS1008.1
ENST00000358005	CCDS10060.1
ENST00000358006	CCDS11515.1
ENST00000358007	CCDS8655.1
ENST00000358008	CCDS3674.1
ENST00000358010	CCDS7625.1
ENST00000358015	CCDS6769.1
ENST00000358017	CCDS6361.1
ENST00000358027	CCDS14719.1
ENST00000358030	CCDS4003.1
